Date,Population_Millions,Urban_Density,Total_Households
2022-03-26,30.743238886274572,11784.908239738586,7319818.782446327
2022-03-27,30.759019303784832,11790.957399784185,7323576.024710674
2022-03-28,30.740412496207206,11783.82479021276,7319145.832430287
2022-03-29,30.735783421114697,11782.050311427301,7318043.671693975
2022-03-30,30.739405767125746,11783.438877398203,7318906.135029939
2022-03-31,30.736697311624965,11782.400636122904,7318261.264672611
2022-04-01,30.74141309928465,11784.208354725783,7319384.07125825
2022-04-02,30.74722280413329,11786.435408251093,7320767.33431745
2022-04-03,30.738539472071302,11783.106797627332,7318699.874302691
2022-04-04,30.754418673142006,11789.193824704436,7322480.636462382
2022-04-05,30.76495269948023,11793.231868134088,7324988.737971483
2022-04-06,30.748519894286076,11786.932626142998,7321076.165306209
2022-04-07,30.77445791407938,11796.87553373043,7327251.884304614
2022-04-08,30.76604070489879,11793.648936877868,7325247.786880664
2022-04-09,30.772906389460346,11796.280782626467,7326882.473681034
2022-04-10,30.75769012808111,11790.44788243109,7323259.554305025
2022-04-11,30.774481706335667,11796.88465409534,7327257.54912754
2022-04-12,30.75668518594116,11790.062654610778,7323020.282366943
2022-04-13,30.778175161273243,11798.300478488076,7328136.9431602955
2022-04-14,30.772659331427125,11796.186077047065,7326823.650339791
2022-04-15,30.77814179244281,11798.287687103077,7328128.998200669
2022-04-16,30.762521766854835,11792.300010627689,7324409.944489246
2022-04-17,30.766995537615706,11794.01495608602,7325475.128003739
2022-04-18,30.783587131812563,11800.375067194815,7329425.5075744195
2022-04-19,30.76980007364842,11795.090028231894,7326142.8746781945
2022-04-20,30.785584411146264,11801.1406909394,7329901.05027292
2022-04-21,30.76894985517416,11794.764111150094,7325940.441708134
2022-04-22,30.792771950862715,11803.895914497372,7331612.369253026
2022-04-23,30.77363404157434,11796.55971593683,7327055.724184367
2022-04-24,30.79315143057839,11804.041381721716,7331702.721566283
2022-04-25,30.79555398751614,11804.962361881187,7332274.7589324135
2022-04-26,30.783999297476885,11800.533064032807,7329523.642256401
2022-04-27,30.798456709321844,11806.075071906707,7332965.883171868
2022-04-28,30.796910384787374,11805.482314168494,7332597.71066366
2022-04-29,30.790587152613295,11803.058408501764,7331092.179193641
2022-04-30,30.78755972387868,11801.897894153493,7330371.362828257
2022-05-01,30.779688803874894,11798.880708152043,7328497.334255927
2022-05-02,30.80448144186965,11808.3845527167,7334400.343302297
2022-05-03,30.78700688482584,11801.68597251657,7330239.734482342
2022-05-04,30.805278416219345,11808.690059550749,7334590.099099844
2022-05-05,30.80336064429718,11807.95491364725,7334133.486737424
2022-05-06,30.81445679699794,11812.208438849211,7336775.427856653
2022-05-07,30.80631524759162,11809.087511576789,7334836.96371229
2022-05-08,30.807711648628327,11809.622798640858,7335169.440149602
2022-05-09,30.819995348007186,11814.33155006942,7338094.130477902
2022-05-10,30.817697826299778,11813.450833414914,7337547.101499947
2022-05-11,30.819179501202456,11814.018808794275,7337899.881238679
2022-05-12,30.822381403732344,11815.246204764066,7338662.238983891
2022-05-13,30.804003883392696,11808.201488633867,7334286.638903023
2022-05-14,30.828598458806923,11817.62940920932,7340142.490192124
2022-05-15,30.828826317926172,11817.716755205032,7340196.742363374
2022-05-16,30.814205947280847,11812.11227979099,7336715.701733534
2022-05-17,30.823603213016963,11815.714564989838,7338953.1459564185
2022-05-18,30.827322274675954,11817.14020529245,7339838.636827608
2022-05-19,30.82804180012307,11817.41602338051,7340009.952410255
2022-05-20,30.83439687866889,11819.852136823074,7341523.0663497355
2022-05-21,30.8470435484838,11824.70002691879,7344534.178210428
2022-05-22,30.845219240235583,11824.000708756972,7344099.819103709
2022-05-23,30.82295116395389,11815.464612848991,7338797.896179497
2022-05-24,30.84396592936153,11823.52027292192,7343801.411752745
2022-05-25,30.852706526869913,11826.870835300135,7345882.5063975975
2022-05-26,30.844957333748276,11823.900311270172,7344037.460416256
2022-05-27,30.853671198315723,11827.240626021028,7346112.190075172
2022-05-28,30.86455633470392,11831.413261636504,7348703.889215219
2022-05-29,30.856343052556507,11828.264836813329,7346748.345846787
2022-05-30,30.85027146057078,11825.9373932188,7345302.728707328
2022-05-31,30.859901767549452,11829.629010893956,7347595.658940345
2022-06-01,30.85257236001404,11826.81940467205,7345850.561908104
2022-06-02,30.853035201675535,11826.996827308954,7345960.762303698
2022-06-03,30.850954809135235,11826.199343501841,7345465.430746485
2022-06-04,30.871775956025353,11834.18078314305,7350422.846672703
2022-06-05,30.849630497422176,11825.6916906785,7345150.118433852
2022-06-06,30.87481151367775,11835.34441357647,7351145.598494702
2022-06-07,30.866159620727487,11832.027854612203,7349085.623982735
2022-06-08,30.848841151515824,11825.389108081066,7344962.178932338
2022-06-09,30.868184030687093,11832.803878430053,7349567.626354069
2022-06-10,30.845180687898484,11823.985930361085,7344090.639975829
2022-06-11,30.874109539090544,11835.07532331804,7350978.461688224
2022-06-12,30.87838037043368,11836.71247533291,7351995.326293732
2022-06-13,30.865278183468075,11831.689970329428,7348875.757968589
2022-06-14,30.87411099814912,11835.07588262383,7350978.809083124
2022-06-15,30.894090964441123,11842.73486970243,7355735.943914553
2022-06-16,30.871165882729063,11833.946921712808,7350277.591125967
2022-06-17,30.867308324328103,11832.46819099244,7349359.124840024
2022-06-18,30.894388175414132,11842.848800575417,7355806.708431936
2022-06-19,30.900871645254416,11845.33413068086,7357350.391727242
2022-06-20,30.882957052800887,11838.46687024034,7353085.012571639
2022-06-21,30.8947091399484,11842.97183698022,7355883.128559143
2022-06-22,30.899683773045062,11844.878779667273,7357067.565010729
2022-06-23,30.88051876664826,11837.532193881834,7352504.468249586
2022-06-24,30.88476523649724,11839.16000732394,7353515.532499343
2022-06-25,30.903601816658043,11846.380696385582,7358000.432537629
2022-06-26,30.90981808179238,11848.763598020412,7359480.495664853
2022-06-27,30.90027170589398,11845.104153926028,7357207.549022377
2022-06-28,30.887519802857234,11840.215924428607,7354171.3816326745
2022-06-29,30.917863697427258,11851.847750680448,7361396.118435062
2022-06-30,30.894358608073066,11842.837466428009,7355799.6685888255
2022-07-01,30.897992260808238,11844.230366643158,7356664.82400196
2022-07-02,30.90644242936639,11847.469597923782,7358676.7688967595
2022-07-03,30.920236158467866,11852.75719407935,7361960.990111397
2022-07-04,30.91490990810808,11850.715464774763,7360692.835263828
2022-07-05,30.912194488275563,11849.674553838966,7360046.306732277
2022-07-06,30.914354494354978,11850.502556169407,7360560.593894042
2022-07-07,30.911832622379475,11849.535838578799,7359960.148185588
2022-07-08,30.91865482833979,11852.151017530254,7361584.482938045
2022-07-09,30.88945388078647,11840.957320968148,7354631.87637773
2022-07-10,30.913459546213694,11850.15949271525,7360347.5110032605
2022-07-11,30.920515070271644,11852.864110270797,7362027.397683725
2022-07-12,30.90826803108639,11848.16941191645,7359111.4359729495
2022-07-13,30.925317816987764,11854.705163178643,7363170.90880661
2022-07-14,30.921086374378728,11853.083110178512,7362163.422471126
2022-07-15,30.942362437247496,11861.238934278208,7367229.151725594
2022-07-16,30.942214562093977,11861.18224880269,7367193.943355708
2022-07-17,30.923503084634806,11854.009515776677,7362738.829674954
2022-07-18,30.928329629606065,11855.859691348991,7363888.007049062
2022-07-19,30.93077548837793,11856.797270544874,7364470.354375697
2022-07-20,30.928675417506145,11855.992243377357,7363970.3375014635
2022-07-21,30.936819401268135,11859.114103819451,7365909.381254318
2022-07-22,30.928963560830404,11856.10269831832,7364038.943054858
2022-07-23,30.926917549197565,11855.318393859066,7363551.797427991
2022-07-24,30.94612822675479,11862.68248692267,7368125.76827495
2022-07-25,30.94787391327295,11863.35166675463,7368541.407922131
2022-07-26,30.935213053700114,11858.498337251709,7365526.917547646
2022-07-27,30.953887450426286,11865.656855996744,7369973.202482449
2022-07-28,30.94029589460985,11860.446759600443,7366737.117764249
2022-07-29,30.95082119103056,11864.481456561714,7369243.140721561
2022-07-30,30.95817093649574,11867.298858990034,7370993.080118033
2022-07-31,30.9513094194177,11864.668610776785,7369359.385575643
2022-08-01,30.95787109386191,11867.183919313733,7370921.68901474
2022-08-02,30.94983761896294,11864.10442060246,7369008.956895938
2022-08-03,30.954715571219335,11865.974302300745,7370170.374099841
2022-08-04,30.95630005539204,11866.581687900283,7370547.6322362
2022-08-05,30.952571369883035,11865.152358455163,7369659.84997215
2022-08-06,30.959948006370162,11867.98006910856,7371416.191992895
2022-08-07,30.94790825067579,11863.36482942572,7368549.583494236
2022-08-08,30.96016167287128,11868.061974600656,7371467.064969352
2022-08-09,30.963903323107374,11869.496273857827,7372357.934073184
2022-08-10,30.965869239239513,11870.249875041814,7372826.009342741
2022-08-11,30.967695112059126,11870.949792955998,7373260.740966458
2022-08-12,30.9711715853075,11872.28244103454,7374088.472692261
2022-08-13,30.978262874315064,11875.00076848744,7375776.87483692
2022-08-14,30.98389295274841,11877.158965220224,7377117.369702002
2022-08-15,30.970329543661183,11871.959658403455,7373887.986585996
2022-08-16,30.966474692353014,11870.481965401988,7372970.164845956
2022-08-17,30.969765852821286,11871.743576914827,7373753.774481258
2022-08-18,30.9769939548331,11874.514349352688,7375474.751150738
2022-08-19,30.980026549037685,11875.67684379778,7376196.7973899245
2022-08-20,30.977525670799068,11874.71817380631,7375601.350190254
2022-08-21,30.97394442514306,11873.345362971508,7374748.672653109
2022-08-22,30.98402443491961,11877.209366719186,7377148.674980859
2022-08-23,30.992080051893492,11880.297353225838,7379066.679022259
2022-08-24,30.99789631394286,11882.526920344764,7380451.503319728
2022-08-25,30.98805211344466,11878.753310153785,7378107.646058252
2022-08-26,30.991176781549573,11879.951099594002,7378851.61465466
2022-08-27,30.98772028358676,11878.626108708258,7378028.638949228
2022-08-28,30.998353472989628,11882.702164646023,7380560.350711815
2022-08-29,30.99186426748845,11880.214635870572,7379015.301782964
2022-08-30,31.00776061222354,11886.30823468569,7382800.145767509
2022-08-31,30.985851540561274,11877.909757215155,7377583.700133637
2022-09-01,31.00179487127925,11884.021367323714,7381379.731256965
2022-09-02,31.010083295057466,11887.198596438695,7383353.165489873
2022-09-03,31.010591711634095,11887.393489459735,7383474.217055737
2022-09-04,31.03736493906448,11897.656559974717,7389848.795015352
2022-09-05,31.0156139297776,11889.318673081414,7384669.98328038
2022-09-06,31.003756801829123,11884.773440701163,7381846.857578362
2022-09-07,31.01452421475559,11888.900948989643,7384410.527322759
2022-09-08,30.99939799448901,11883.10256455412,7380809.046306907
2022-09-09,31.018036152101114,11890.24719163876,7385246.702881217
2022-09-10,31.01219337197262,11888.007459256172,7383855.564755386
2022-09-11,31.031359709429875,11895.354555281452,7388418.978435684
2022-09-12,31.01839236924799,11890.383741545063,7385331.516487617
2022-09-13,31.02440216934864,11892.68749825031,7386762.421273485
2022-09-14,31.02089639780312,11891.343619157862,7385927.7137626475
2022-09-15,31.04632272864914,11901.090379315505,7391981.602059319
2022-09-16,31.02740411759068,11893.838245076426,7387477.170854923
2022-09-17,31.050624537020667,11902.739405857923,7393005.842147778
2022-09-18,31.042122996758767,11899.480482090861,7390981.665894944
2022-09-19,31.040484750185293,11898.852487571028,7390591.607186974
2022-09-20,31.04103410938707,11899.063075265043,7390722.406996921
2022-09-21,31.042967537130554,11899.804222566712,7391182.746935845
2022-09-22,31.021435715826915,11891.55035773365,7386056.122815931
2022-09-23,31.03960657639328,11898.51585428409,7390382.518188876
2022-09-24,31.05253005000842,11903.469852503229,7393459.535716291
2022-09-25,31.04527264967596,11900.687849042451,7391731.583256181
2022-09-26,31.033392965514068,11896.133970113726,7388903.087027159
2022-09-27,31.048604153209947,11901.964925397146,7392524.798383321
2022-09-28,31.067852677879067,11909.343526520308,7397107.780447396
2022-09-29,31.064964056144774,11908.236221522164,7396420.013367803
2022-09-30,31.053558706445738,11903.8641708042,7393704.453915652
2022-10-01,31.065376938141977,11908.394492954423,7396518.318605232
2022-10-02,31.053881165286676,11903.987780026559,7393781.229830161
2022-10-03,31.04219140103297,11899.506703729305,7390997.952626897
2022-10-04,31.051669429727678,11903.139948062275,7393254.626125637
2022-10-05,31.078227041303613,11913.320365833051,7399577.86697705
2022-10-06,31.06154237811656,11906.924578278016,7395605.32812299
2022-10-07,31.06353271576914,11907.687541044837,7396079.218040271
2022-10-08,31.064652511544846,11908.11679609219,7396345.8360821055
2022-10-09,31.088376688669648,11917.211063990033,7401994.449683249
2022-10-10,31.087279432520425,11916.790449132828,7401733.198219149
2022-10-11,31.0948922576257,11919.708698756518,7403545.7756251665
2022-10-12,31.072798706448097,11911.239504138437,7398285.406297166
2022-10-13,31.079030198041874,11913.62824258272,7399769.094771875
2022-10-14,31.062592413608883,11907.327091883406,7395855.336573543
2022-10-15,31.094213160664278,11919.44837825464,7403384.085872447
2022-10-16,31.069451089546714,11909.956250992906,7397488.35465398
2022-10-17,31.084981800714548,11915.909690273911,7401186.143027273
2022-10-18,31.07352627118431,11911.518403953987,7398458.635996264
2022-10-19,31.080295970948107,11914.113455530107,7400070.469273359
2022-10-20,31.079497449035962,11913.807355463787,7399880.345008562
2022-10-21,31.083476846251703,11915.332791063154,7400827.82053612
2022-10-22,31.085849988724988,11916.24249567791,7401392.85445833
2022-10-23,31.087444236096196,11916.853623836874,7401772.43716576
2022-10-24,31.102946062848137,11922.795990758452,7405463.348297175
2022-10-25,31.08524998688546,11916.01249497276,7401249.996877491
2022-10-26,31.100190011577812,11921.739504438161,7404807.145613764
2022-10-27,31.11185026273309,11926.209267381018,7407583.395888831
2022-10-28,31.096224872883003,11920.21953460515,7403863.064972144
2022-10-29,31.095863904359458,11920.08116333779,7403777.120085585
2022-10-30,31.10242419517958,11922.595941485506,7405339.094090376
2022-10-31,31.118213133110043,11928.648367692183,7409098.3650262
2022-11-01,31.11004348836659,11925.516670540526,7407153.211515854
2022-11-02,31.104476891582117,11923.382808439812,7405827.831329075
2022-11-03,31.1163145149567,11927.920564066733,7408646.313084927
2022-11-04,31.102139632313513,11922.486859053512,7405271.341027026
2022-11-05,31.121663045738767,11929.970834199861,7409919.772794944
2022-11-06,31.120622511994164,11929.571962931095,7409672.026665277
2022-11-07,31.115145433953884,11927.472416348988,7408367.9604652105
2022-11-08,31.111524831899196,11926.084518894693,7407505.912356951
2022-11-09,31.112731143354463,11926.546938285877,7407793.12937011
2022-11-10,31.12863348011458,11932.642834043923,7411579.400027281
2022-11-11,31.137262557434983,11935.950647016743,7413633.942246424
2022-11-12,31.12028721208889,11929.44343130074,7409592.193354498
2022-11-13,31.13293178523885,11934.290517674892,7412602.80600925
2022-11-14,31.10916536816151,11925.180057795245,7406944.1352765495
2022-11-15,31.12587727269014,11931.586287864555,7410923.160164319
2022-11-16,31.133100763827137,11934.355292800403,7412643.039006461
2022-11-17,31.126002513660087,11931.634296903034,7410952.979442878
2022-11-18,31.127422370275944,11932.178575272445,7411291.040541891
2022-11-19,31.131797816177922,11933.85582953487,7412332.813375696
2022-11-20,31.143085808274456,11938.182893171874,7415020.430541537
2022-11-21,31.139978951590468,11936.991931443012,7414280.702759635
2022-11-22,31.121158381764353,11929.777379676336,7409799.614705798
2022-11-23,31.124022236439014,11930.875190634955,7410481.484866432
2022-11-24,31.140849221604206,11937.325534948279,7414487.909905763
2022-11-25,31.15318346621535,11942.053662049217,7417424.634813178
2022-11-26,31.12282037045918,11930.414475342686,7410195.326299804
2022-11-27,31.14698702722108,11939.678360434747,7415949.292195495
2022-11-28,31.148410852083096,11940.224159965186,7416288.2981150225
2022-11-29,31.169245801670503,11948.21089064036,7421249.000397738
2022-11-30,31.153201390590883,11942.06053305984,7417428.902521639
2022-12-01,31.162570774959416,11945.65213040111,7419659.70832367
2022-12-02,31.161842824506248,11945.373082727394,7419486.386787202
2022-12-03,31.140814047895006,11937.312051693087,7414479.535213097
2022-12-04,31.171491336046405,11949.071678817789,7421783.65143962
2022-12-05,31.167652871725924,11947.600267494938,7420869.731363315
2022-12-06,31.17227132746862,11949.370675529639,7421969.363683005
2022-12-07,31.208140844150957,11963.120656924533,7430509.724797847
2022-12-08,31.14972725532549,11940.728781208103,7416601.72745845
2022-12-09,31.18950536047611,11955.977054849174,7426072.704875264
2022-12-10,31.17107401967163,11948.911707540792,7421684.290398007
2022-12-11,31.178511976430865,11951.762924298499,7423455.23248354
2022-12-12,31.17687384909406,11951.134975486057,7423065.2021652525
2022-12-13,31.174776984017353,11950.33117720665,7422565.94857556
2022-12-14,31.175011485522177,11950.421069450167,7422621.782267185
2022-12-15,31.18569546126747,11954.516593485863,7425165.5860160645
2022-12-16,31.16891928771112,11948.08572695593,7421171.258978838
2022-12-17,31.193287558783044,11957.426897533502,7426973.228281677
2022-12-18,31.18331065715781,11953.602418577162,7424597.7755137645
2022-12-19,31.17786283358893,11951.514086209088,7423300.67466403
2022-12-20,31.18635441585084,11954.76919274282,7425322.479964485
2022-12-21,31.20511714573465,11961.961572531616,7429789.796603488
2022-12-22,31.188883503519833,11955.738676349269,7425924.643695198
2022-12-23,31.199512683089775,11959.813195184413,7428455.40073566
2022-12-24,31.190309968366883,11956.28548787397,7426264.278182591
2022-12-25,31.206890225543287,11962.641253124928,7430211.958462687
2022-12-26,31.20785765206059,11963.01209995656,7430442.298109665
2022-12-27,31.22118032234789,11968.119123566692,7433614.3624637835
2022-12-28,31.202630345620744,11961.008299154617,7429197.701338272
2022-12-29,31.212764375907664,11964.893010764605,7431610.565692301
2022-12-30,31.20875043776834,11963.354334477865,7430654.866135319
2022-12-31,31.222420506437928,11968.594527467872,7433909.644389982
